,Unnamed: 0,height,img_name,label,left,top,width,bottom,right
19332,1,22.0,8795.png,5.0,48.0,11.0,11.0,33.0,59.0
19333,2,22.0,8795.png,4.0,59.0,12.0,12.0,34.0,71.0
19334,0,39.0,8796.png,2.0,46.0,12.0,14.0,51.0,60.0
19335,1,39.0,8796.png,9.0,59.0,12.0,16.0,51.0,75.0
19336,0,54.0,8797.png,2.0,70.0,13.0,14.0,67.0,84.0
19337,1,54.0,8797.png,3.0,84.0,10.0,18.0,64.0,102.0
19338,0,22.0,8798.png,1.0,23.0,5.0,6.0,27.0,29.0
19339,1,22.0,8798.png,9.0,30.0,4.0,14.0,26.0,44.0
19340,0,38.0,8799.png,1.0,41.0,9.0,18.0,47.0,59.0
19341,1,38.0,8799.png,6.0,54.0,9.0,19.0,47.0,73.0
19342,2,38.0,8799.png,1.0,72.0,10.0,13.0,48.0,85.0
19343,0,41.0,8800.png,7.0,75.0,53.0,20.0,94.0,95.0
19344,1,41.0,8800.png,8.0,94.0,53.0,19.0,94.0,113.0
19345,0,33.0,8801.png,5.0,51.0,16.0,23.0,49.0,74.0
19346,1,33.0,8801.png,10.0,74.0,15.0,18.0,48.0,92.0
19347,0,31.0,8802.png,4.0,28.0,2.0,14.0,33.0,42.0
19348,1,31.0,8802.png,7.0,40.0,1.0,11.0,32.0,51.0
19349,0,13.0,8803.png,2.0,18.0,6.0,7.0,19.0,25.0
19350,1,13.0,8803.png,7.0,25.0,5.0,8.0,18.0,33.0
19351,0,34.0,8804.png,4.0,132.0,60.0,29.0,94.0,161.0
19352,1,34.0,8804.png,4.0,155.0,57.0,27.0,91.0,182.0
19353,0,59.0,8805.png,7.0,58.0,10.0,25.0,69.0,83.0
19354,1,59.0,8805.png,2.0,82.0,17.0,29.0,76.0,111.0
19355,0,18.0,8806.png,9.0,18.0,2.0,15.0,20.0,33.0
19356,0,45.0,8807.png,3.0,45.0,8.0,22.0,53.0,67.0
19357,1,45.0,8807.png,5.0,68.0,9.0,22.0,54.0,90.0
19358,0,34.0,8808.png,4.0,62.0,20.0,13.0,54.0,75.0
19359,1,34.0,8808.png,6.0,77.0,17.0,21.0,51.0,98.0
19360,0,31.0,8809.png,1.0,31.0,6.0,14.0,37.0,45.0
19361,1,31.0,8809.png,10.0,41.0,3.0,24.0,34.0,65.0
19362,0,17.0,8810.png,3.0,31.0,12.0,11.0,29.0,42.0
19363,1,17.0,8810.png,3.0,42.0,11.0,8.0,28.0,50.0
19364,0,17.0,8811.png,1.0,17.0,4.0,8.0,21.0,25.0
19365,1,17.0,8811.png,1.0,26.0,4.0,6.0,21.0,32.0
19366,2,17.0,8811.png,1.0,32.0,4.0,7.0,21.0,39.0
19367,0,56.0,8812.png,5.0,74.0,16.0,29.0,72.0,103.0
19368,1,56.0,8812.png,9.0,106.0,23.0,28.0,79.0,134.0
19369,0,29.0,8813.png,1.0,27.0,7.0,6.0,36.0,33.0
19370,1,29.0,8813.png,9.0,32.0,4.0,8.0,33.0,40.0
19371,2,29.0,8813.png,8.0,41.0,2.0,7.0,31.0,48.0
19372,0,22.0,8814.png,10.0,34.0,3.0,11.0,25.0,45.0
19373,1,22.0,8814.png,2.0,44.0,3.0,12.0,25.0,56.0
19374,2,22.0,8814.png,2.0,56.0,5.0,11.0,27.0,67.0
19375,0,25.0,8815.png,1.0,26.0,7.0,9.0,32.0,35.0
19376,0,20.0,8816.png,1.0,20.0,4.0,8.0,24.0,28.0
19377,1,20.0,8816.png,7.0,27.0,2.0,11.0,22.0,38.0
19378,2,20.0,8816.png,5.0,38.0,1.0,13.0,21.0,51.0
19379,0,34.0,8817.png,1.0,28.0,6.0,11.0,40.0,39.0
19380,1,34.0,8817.png,8.0,37.0,4.0,14.0,38.0,51.0
19381,0,34.0,8818.png,3.0,153.0,97.0,24.0,131.0,177.0
19382,1,34.0,8818.png,9.0,176.0,96.0,24.0,130.0,200.0
19383,0,14.0,8819.png,2.0,17.0,3.0,8.0,17.0,25.0
19384,1,14.0,8819.png,3.0,24.0,3.0,8.0,17.0,32.0
19385,0,35.0,8820.png,2.0,34.0,6.0,20.0,41.0,54.0
19386,1,35.0,8820.png,6.0,53.0,6.0,18.0,41.0,71.0
19387,0,15.0,8821.png,1.0,14.0,2.0,9.0,17.0,23.0
19388,0,40.0,8822.png,1.0,74.0,26.0,23.0,66.0,97.0
19389,1,40.0,8822.png,1.0,101.0,25.0,17.0,65.0,118.0
19390,0,30.0,8823.png,5.0,36.0,5.0,17.0,35.0,53.0
19391,1,30.0,8823.png,9.0,53.0,9.0,18.0,39.0,71.0
19392,0,17.0,8824.png,9.0,45.0,14.0,10.0,31.0,55.0
19393,1,17.0,8824.png,3.0,54.0,12.0,11.0,29.0,65.0
19394,0,87.0,8825.png,1.0,158.0,47.0,45.0,134.0,203.0
19395,1,87.0,8825.png,10.0,182.0,53.0,41.0,140.0,223.0
19396,2,87.0,8825.png,2.0,203.0,45.0,39.0,132.0,242.0
19397,3,87.0,8825.png,4.0,227.0,42.0,49.0,129.0,276.0
19398,0,28.0,8826.png,1.0,43.0,12.0,12.0,40.0,55.0
19399,1,28.0,8826.png,10.0,55.0,9.0,11.0,37.0,66.0
19400,2,28.0,8826.png,7.0,66.0,12.0,12.0,40.0,78.0
19401,3,28.0,8826.png,5.0,80.0,13.0,12.0,41.0,92.0
19402,0,82.0,8827.png,8.0,80.0,14.0,46.0,96.0,126.0
19403,0,49.0,8828.png,4.0,39.0,4.0,33.0,53.0,72.0
19404,1,49.0,8828.png,1.0,75.0,4.0,21.0,53.0,96.0
19405,0,58.0,8829.png,2.0,61.0,10.0,30.0,68.0,91.0
19406,1,58.0,8829.png,8.0,99.0,8.0,39.0,66.0,138.0
19407,2,58.0,8829.png,1.0,146.0,9.0,24.0,67.0,170.0
19408,0,51.0,8830.png,5.0,99.0,36.0,26.0,87.0,125.0
19409,1,51.0,8830.png,9.0,123.0,31.0,24.0,82.0,147.0
19410,0,31.0,8831.png,1.0,27.0,3.0,10.0,34.0,37.0
19411,1,31.0,8831.png,6.0,38.0,2.0,8.0,33.0,46.0
19412,2,31.0,8831.png,2.0,48.0,2.0,10.0,33.0,58.0
19413,0,30.0,8832.png,2.0,85.0,39.0,13.0,69.0,98.0
19414,1,30.0,8832.png,2.0,94.0,35.0,8.0,65.0,102.0
19415,2,30.0,8832.png,6.0,106.0,37.0,11.0,67.0,117.0
19416,0,74.0,8833.png,2.0,68.0,12.0,57.0,86.0,125.0
19417,0,13.0,8834.png,2.0,13.0,2.0,8.0,15.0,21.0
19418,1,13.0,8834.png,3.0,22.0,3.0,6.0,16.0,28.0
19419,2,13.0,8834.png,9.0,28.0,2.0,7.0,15.0,35.0
19420,3,13.0,8834.png,2.0,35.0,1.0,7.0,14.0,42.0
19421,0,17.0,8835.png,3.0,13.0,1.0,7.0,18.0,20.0
19422,1,17.0,8835.png,2.0,21.0,1.0,8.0,18.0,29.0
19423,0,15.0,8836.png,6.0,13.0,1.0,9.0,16.0,22.0
19424,1,15.0,8836.png,3.0,21.0,1.0,6.0,16.0,27.0
19425,2,15.0,8836.png,4.0,28.0,1.0,6.0,16.0,34.0
19426,0,62.0,8837.png,2.0,203.0,19.0,37.0,81.0,240.0
19427,1,62.0,8837.png,9.0,238.0,26.0,36.0,88.0,274.0
19428,2,62.0,8837.png,1.0,271.0,31.0,29.0,93.0,300.0
19429,0,21.0,8838.png,1.0,31.0,11.0,8.0,32.0,39.0
19430,1,21.0,8838.png,7.0,39.0,11.0,12.0,32.0,51.0
19431,2,21.0,8838.png,10.0,53.0,10.0,16.0,31.0,69.0
19432,0,23.0,8839.png,2.0,24.0,8.0,9.0,31.0,33.0
19433,1,23.0,8839.png,2.0,34.0,8.0,10.0,31.0,44.0
19434,0,36.0,8840.png,9.0,62.0,26.0,20.0,62.0,82.0
19435,0,28.0,8841.png,5.0,24.0,2.0,17.0,30.0,41.0
19436,1,28.0,8841.png,3.0,40.0,1.0,18.0,29.0,58.0
19437,0,43.0,8842.png,3.0,36.0,9.0,33.0,52.0,69.0
19438,1,43.0,8842.png,6.0,73.0,3.0,20.0,46.0,93.0
19439,0,20.0,8843.png,2.0,16.0,2.0,9.0,22.0,25.0
19440,1,20.0,8843.png,5.0,23.0,2.0,9.0,22.0,32.0
19441,2,20.0,8843.png,8.0,27.0,3.0,10.0,23.0,37.0
19442,0,66.0,8844.png,1.0,74.0,15.0,23.0,81.0,97.0
19443,1,66.0,8844.png,10.0,92.0,14.0,25.0,80.0,117.0
19444,0,18.0,8845.png,8.0,13.0,3.0,11.0,21.0,24.0
19445,1,18.0,8845.png,6.0,25.0,2.0,11.0,20.0,36.0
19446,2,18.0,8845.png,1.0,37.0,2.0,7.0,20.0,44.0
19447,0,41.0,8846.png,4.0,35.0,1.0,22.0,42.0,57.0
19448,1,41.0,8846.png,5.0,59.0,1.0,18.0,42.0,77.0
19449,0,26.0,8847.png,7.0,26.0,3.0,12.0,29.0,38.0
19450,0,20.0,8848.png,8.0,20.0,2.0,7.0,22.0,27.0
19451,1,20.0,8848.png,4.0,27.0,1.0,8.0,21.0,35.0
19452,0,60.0,8849.png,2.0,66.0,13.0,37.0,73.0,103.0
19453,1,60.0,8849.png,1.0,103.0,15.0,27.0,75.0,130.0
19454,0,27.0,8850.png,5.0,32.0,5.0,10.0,32.0,42.0
19455,1,27.0,8850.png,1.0,43.0,6.0,9.0,33.0,52.0
19456,0,47.0,8851.png,4.0,131.0,29.0,21.0,76.0,152.0
19457,1,47.0,8851.png,7.0,151.0,23.0,22.0,70.0,173.0
19458,0,35.0,8852.png,5.0,45.0,5.0,9.0,40.0,54.0
19459,0,18.0,8853.png,1.0,17.0,3.0,6.0,21.0,23.0
19460,1,18.0,8853.png,6.0,22.0,2.0,8.0,20.0,30.0
19461,2,18.0,8853.png,8.0,30.0,2.0,8.0,20.0,38.0
19462,0,28.0,8854.png,8.0,23.0,2.0,17.0,30.0,40.0
19463,1,28.0,8854.png,5.0,41.0,4.0,17.0,32.0,58.0
19464,0,36.0,8855.png,1.0,47.0,14.0,15.0,50.0,62.0
19465,1,36.0,8855.png,9.0,62.0,9.0,18.0,45.0,80.0
19466,0,41.0,8856.png,5.0,46.0,13.0,24.0,54.0,70.0
19467,1,41.0,8856.png,10.0,77.0,12.0,24.0,53.0,101.0
19468,0,47.0,8857.png,6.0,38.0,6.0,22.0,53.0,60.0
19469,1,47.0,8857.png,8.0,55.0,7.0,26.0,54.0,81.0
19470,0,31.0,8858.png,1.0,90.0,19.0,14.0,50.0,104.0
19471,1,31.0,8858.png,8.0,101.0,17.0,14.0,48.0,115.0
19472,2,31.0,8858.png,1.0,113.0,13.0,13.0,44.0,126.0
19473,0,36.0,8859.png,2.0,33.0,4.0,24.0,40.0,57.0
19474,0,38.0,8860.png,6.0,217.0,49.0,25.0,87.0,242.0
19475,1,38.0,8860.png,8.0,241.0,53.0,28.0,91.0,269.0
19476,0,54.0,8861.png,1.0,56.0,38.0,24.0,92.0,80.0
19477,1,54.0,8861.png,4.0,82.0,43.0,28.0,97.0,110.0
19478,0,21.0,8862.png,6.0,32.0,7.0,9.0,28.0,41.0
19479,1,21.0,8862.png,10.0,38.0,7.0,10.0,28.0,48.0
19480,0,18.0,8863.png,1.0,23.0,5.0,7.0,23.0,30.0
19481,1,18.0,8863.png,1.0,28.0,6.0,8.0,24.0,36.0
19482,0,28.0,8864.png,8.0,31.0,8.0,10.0,36.0,41.0
19483,1,28.0,8864.png,5.0,42.0,6.0,10.0,34.0,52.0
19484,0,42.0,8865.png,3.0,40.0,8.0,17.0,50.0,57.0
19485,1,42.0,8865.png,10.0,55.0,11.0,18.0,53.0,73.0
19486,0,20.0,8866.png,1.0,19.0,3.0,7.0,23.0,26.0
19487,1,20.0,8866.png,8.0,26.0,2.0,9.0,22.0,35.0
19488,2,20.0,8866.png,1.0,34.0,5.0,7.0,25.0,41.0
19489,3,20.0,8866.png,9.0,40.0,3.0,9.0,23.0,49.0
19490,0,29.0,8867.png,4.0,61.0,16.0,19.0,45.0,80.0
19491,0,13.0,8868.png,4.0,26.0,4.0,7.0,17.0,33.0
19492,1,13.0,8868.png,2.0,36.0,6.0,7.0,19.0,43.0
19493,0,16.0,8869.png,2.0,13.0,2.0,9.0,18.0,22.0
19494,1,16.0,8869.png,6.0,21.0,3.0,8.0,19.0,29.0
19495,2,16.0,8869.png,8.0,30.0,2.0,8.0,18.0,38.0
19496,0,30.0,8870.png,1.0,25.0,5.0,11.0,35.0,36.0
19497,1,30.0,8870.png,6.0,34.0,4.0,15.0,34.0,49.0
19498,0,23.0,8871.png,3.0,25.0,7.0,13.0,30.0,38.0
19499,1,23.0,8871.png,10.0,37.0,8.0,15.0,31.0,52.0
19500,0,31.0,8872.png,2.0,60.0,20.0,15.0,51.0,75.0
19501,1,31.0,8872.png,4.0,71.0,20.0,17.0,51.0,88.0
19502,2,31.0,8872.png,8.0,88.0,19.0,15.0,50.0,103.0
19503,0,24.0,8873.png,1.0,28.0,4.0,12.0,28.0,40.0
19504,1,24.0,8873.png,10.0,44.0,4.0,17.0,28.0,61.0
19505,2,24.0,8873.png,4.0,65.0,5.0,16.0,29.0,81.0
19506,0,18.0,8874.png,1.0,19.0,5.0,7.0,23.0,26.0
19507,1,18.0,8874.png,4.0,25.0,4.0,8.0,22.0,33.0
19508,2,18.0,8874.png,9.0,31.0,6.0,6.0,24.0,37.0
19509,0,32.0,8875.png,7.0,62.0,21.0,21.0,53.0,83.0
19510,1,32.0,8875.png,6.0,81.0,21.0,21.0,53.0,102.0
19511,2,32.0,8875.png,4.0,101.0,17.0,20.0,49.0,121.0
19512,0,22.0,8876.png,2.0,24.0,5.0,12.0,27.0,36.0
19513,1,22.0,8876.png,2.0,39.0,4.0,14.0,26.0,53.0
19514,0,45.0,8877.png,9.0,44.0,7.0,22.0,52.0,66.0
19515,0,29.0,8878.png,5.0,52.0,14.0,19.0,43.0,71.0
19516,1,29.0,8878.png,5.0,69.0,8.0,17.0,37.0,86.0
19517,0,66.0,8879.png,1.0,59.0,11.0,30.0,77.0,89.0
19518,1,66.0,8879.png,2.0,96.0,8.0,44.0,74.0,140.0
19519,0,52.0,8880.png,3.0,70.0,20.0,26.0,72.0,96.0
19520,1,52.0,8880.png,5.0,98.0,23.0,27.0,75.0,125.0
19521,0,49.0,8881.png,3.0,43.0,8.0,33.0,57.0,76.0
19522,1,49.0,8881.png,1.0,75.0,11.0,20.0,60.0,95.0
19523,0,20.0,8882.png,1.0,21.0,2.0,8.0,22.0,29.0
19524,0,21.0,8883.png,2.0,21.0,1.0,11.0,22.0,32.0
19525,1,21.0,8883.png,5.0,33.0,1.0,10.0,22.0,43.0
19526,2,21.0,8883.png,6.0,43.0,2.0,11.0,23.0,54.0
19527,3,21.0,8883.png,3.0,53.0,3.0,9.0,24.0,62.0
19528,0,67.0,8884.png,6.0,79.0,20.0,47.0,87.0,126.0
19529,1,67.0,8884.png,9.0,117.0,22.0,47.0,89.0,164.0
19530,2,67.0,8884.png,6.0,162.0,24.0,40.0,91.0,202.0
19531,0,61.0,8885.png,7.0,-0.0,12.0,20.0,73.0,20.0
19532,1,61.0,8885.png,7.0,14.0,13.0,38.0,74.0,52.0
19533,0,18.0,8886.png,1.0,14.0,1.0,8.0,19.0,22.0
19534,1,18.0,8886.png,4.0,23.0,1.0,6.0,19.0,29.0
19535,2,18.0,8886.png,4.0,28.0,1.0,8.0,19.0,36.0
19536,3,18.0,8886.png,7.0,35.0,1.0,8.0,19.0,43.0
19537,0,19.0,8887.png,1.0,36.0,11.0,9.0,30.0,45.0
19538,0,31.0,8888.png,3.0,25.0,2.0,18.0,33.0,43.0
19539,1,31.0,8888.png,3.0,42.0,1.0,16.0,32.0,58.0
19540,2,31.0,8888.png,4.0,56.0,1.0,14.0,32.0,70.0
19541,0,72.0,8889.png,1.0,67.0,9.0,31.0,81.0,98.0
19542,1,72.0,8889.png,6.0,122.0,5.0,35.0,77.0,157.0
19543,0,24.0,8890.png,9.0,29.0,7.0,8.0,31.0,37.0
19544,1,24.0,8890.png,3.0,36.0,5.0,8.0,29.0,44.0
19545,0,30.0,8891.png,5.0,22.0,1.0,13.0,31.0,35.0
19546,1,30.0,8891.png,1.0,35.0,2.0,15.0,32.0,50.0
19547,0,47.0,8892.png,3.0,66.0,16.0,31.0,63.0,97.0
19548,1,47.0,8892.png,1.0,94.0,12.0,29.0,59.0,123.0
19549,2,47.0,8892.png,8.0,123.0,11.0,39.0,58.0,162.0
19550,0,53.0,8893.png,7.0,55.0,7.0,20.0,60.0,75.0
19551,1,53.0,8893.png,3.0,81.0,11.0,19.0,64.0,100.0
19552,0,25.0,8894.png,1.0,18.0,1.0,9.0,26.0,27.0
19553,0,37.0,8895.png,6.0,29.0,21.0,19.0,58.0,48.0
19554,1,37.0,8895.png,3.0,46.0,17.0,19.0,54.0,65.0
19555,2,37.0,8895.png,7.0,62.0,13.0,23.0,50.0,85.0
19556,0,20.0,8896.png,1.0,20.0,3.0,7.0,23.0,27.0
19557,1,20.0,8896.png,10.0,26.0,4.0,11.0,24.0,37.0
19558,2,20.0,8896.png,2.0,37.0,4.0,12.0,24.0,49.0
19559,0,11.0,8897.png,1.0,11.0,1.0,4.0,12.0,15.0
19560,1,11.0,8897.png,3.0,16.0,1.0,6.0,12.0,22.0
19561,0,32.0,8898.png,6.0,54.0,21.0,17.0,53.0,71.0
19562,1,32.0,8898.png,6.0,70.0,15.0,17.0,47.0,87.0
19563,0,70.0,8899.png,1.0,130.0,69.0,34.0,139.0,164.0
19564,1,70.0,8899.png,6.0,164.0,50.0,41.0,120.0,205.0
19565,2,70.0,8899.png,6.0,202.0,22.0,55.0,92.0,257.0
19566,0,14.0,8900.png,2.0,19.0,5.0,10.0,19.0,29.0
19567,1,14.0,8900.png,7.0,28.0,4.0,8.0,18.0,36.0
19568,2,14.0,8900.png,10.0,36.0,4.0,10.0,18.0,46.0
19569,3,14.0,8900.png,7.0,44.0,3.0,11.0,17.0,55.0
19570,0,11.0,8901.png,2.0,10.0,1.0,6.0,12.0,16.0
19571,1,11.0,8901.png,5.0,16.0,1.0,7.0,12.0,23.0
19572,2,11.0,8901.png,1.0,22.0,1.0,4.0,12.0,26.0
19573,3,11.0,8901.png,4.0,27.0,1.0,7.0,12.0,34.0
19574,0,20.0,8902.png,2.0,23.0,3.0,9.0,23.0,32.0
19575,1,20.0,8902.png,5.0,33.0,4.0,9.0,24.0,42.0
19576,2,20.0,8902.png,4.0,41.0,5.0,11.0,25.0,52.0
19577,0,23.0,8903.png,7.0,41.0,10.0,10.0,33.0,51.0
19578,0,30.0,8904.png,1.0,31.0,2.0,9.0,32.0,40.0
19579,1,30.0,8904.png,9.0,45.0,4.0,15.0,34.0,60.0
19580,0,32.0,8905.png,6.0,36.0,8.0,19.0,40.0,55.0
19581,1,32.0,8905.png,1.0,56.0,10.0,12.0,42.0,68.0
19582,0,21.0,8906.png,5.0,24.0,2.0,14.0,23.0,38.0
19583,1,21.0,8906.png,4.0,42.0,1.0,8.0,22.0,50.0
19584,0,26.0,8907.png,4.0,37.0,10.0,11.0,36.0,48.0
19585,1,26.0,8907.png,3.0,50.0,9.0,10.0,35.0,60.0
19586,0,11.0,8908.png,1.0,12.0,1.0,4.0,12.0,16.0
19587,1,11.0,8908.png,2.0,23.0,1.0,5.0,12.0,28.0
19588,0,33.0,8909.png,2.0,36.0,7.0,16.0,40.0,52.0
19589,1,33.0,8909.png,3.0,50.0,5.0,17.0,38.0,67.0
19590,0,26.0,8910.png,4.0,38.0,6.0,10.0,32.0,48.0
19591,0,21.0,8911.png,1.0,23.0,4.0,10.0,25.0,33.0
19592,1,21.0,8911.png,5.0,32.0,5.0,10.0,26.0,42.0
19593,2,21.0,8911.png,1.0,42.0,5.0,6.0,26.0,48.0
19594,0,30.0,8912.png,7.0,25.0,3.0,17.0,33.0,42.0
19595,1,30.0,8912.png,5.0,48.0,3.0,19.0,33.0,67.0
19596,0,12.0,8913.png,1.0,12.0,1.0,4.0,13.0,16.0
19597,1,12.0,8913.png,2.0,16.0,1.0,5.0,13.0,21.0
19598,2,12.0,8913.png,8.0,20.0,1.0,7.0,13.0,27.0
19599,0,38.0,8914.png,1.0,34.0,2.0,10.0,40.0,44.0
19600,1,38.0,8914.png,9.0,47.0,3.0,19.0,41.0,66.0
19601,0,21.0,8915.png,3.0,47.0,4.0,11.0,25.0,58.0
19602,0,34.0,8916.png,2.0,38.0,8.0,23.0,42.0,61.0
19603,1,34.0,8916.png,1.0,59.0,8.0,15.0,42.0,74.0
19604,2,34.0,8916.png,1.0,72.0,11.0,16.0,45.0,88.0
19605,0,70.0,8917.png,5.0,75.0,18.0,48.0,88.0,123.0
19606,1,70.0,8917.png,5.0,140.0,21.0,49.0,91.0,189.0
19607,0,27.0,8918.png,9.0,30.0,6.0,11.0,33.0,41.0
19608,1,27.0,8918.png,7.0,43.0,7.0,11.0,34.0,54.0
19609,0,19.0,8919.png,2.0,17.0,1.0,11.0,20.0,28.0
19610,1,19.0,8919.png,2.0,28.0,1.0,8.0,20.0,36.0
19611,0,44.0,8920.png,1.0,78.0,17.0,17.0,61.0,95.0
19612,1,44.0,8920.png,9.0,91.0,17.0,17.0,61.0,108.0
19613,2,44.0,8920.png,5.0,107.0,18.0,20.0,62.0,127.0
19614,0,30.0,8921.png,2.0,26.0,5.0,17.0,35.0,43.0
19615,1,30.0,8921.png,7.0,41.0,5.0,13.0,35.0,54.0
19616,0,34.0,8922.png,4.0,59.0,13.0,25.0,47.0,84.0
19617,1,34.0,8922.png,4.0,79.0,13.0,25.0,47.0,104.0
19618,0,23.0,8923.png,2.0,30.0,7.0,14.0,30.0,44.0
19619,1,23.0,8923.png,10.0,43.0,5.0,13.0,28.0,56.0
19620,0,19.0,8924.png,1.0,26.0,7.0,6.0,26.0,32.0
19621,1,19.0,8924.png,5.0,32.0,6.0,11.0,25.0,43.0
19622,2,19.0,8924.png,10.0,42.0,6.0,10.0,25.0,52.0
19623,0,100.0,8925.png,2.0,94.0,22.0,63.0,122.0,157.0
19624,1,100.0,8925.png,7.0,157.0,15.0,46.0,115.0,203.0
19625,0,35.0,8926.png,9.0,34.0,3.0,22.0,38.0,56.0
19626,1,35.0,8926.png,7.0,55.0,3.0,24.0,38.0,79.0
19627,0,41.0,8927.png,2.0,37.0,7.0,30.0,48.0,67.0
19628,0,23.0,8928.png,1.0,26.0,5.0,9.0,28.0,35.0
19629,1,23.0,8928.png,2.0,34.0,5.0,12.0,28.0,46.0
19630,2,23.0,8928.png,9.0,43.0,4.0,14.0,27.0,57.0
19631,0,36.0,8929.png,5.0,32.0,5.0,20.0,41.0,52.0
19632,1,36.0,8929.png,1.0,53.0,4.0,13.0,40.0,66.0
19633,0,46.0,8930.png,1.0,37.0,3.0,19.0,49.0,56.0
19634,1,46.0,8930.png,2.0,60.0,2.0,30.0,48.0,90.0
19635,0,29.0,8931.png,1.0,40.0,9.0,10.0,38.0,50.0
19636,0,67.0,8932.png,1.0,146.0,61.0,25.0,128.0,171.0
19637,1,67.0,8932.png,3.0,201.0,55.0,43.0,122.0,244.0
19638,0,45.0,8933.png,2.0,54.0,14.0,25.0,59.0,79.0
19639,1,45.0,8933.png,4.0,80.0,14.0,27.0,59.0,107.0
19640,0,155.0,8934.png,9.0,164.0,36.0,60.0,191.0,224.0
19641,0,11.0,8935.png,8.0,17.0,1.0,7.0,12.0,24.0
19642,0,21.0,8936.png,3.0,18.0,3.0,12.0,24.0,30.0
19643,1,21.0,8936.png,1.0,29.0,3.0,10.0,24.0,39.0
19644,0,19.0,8937.png,1.0,22.0,2.0,6.0,21.0,28.0
19645,1,19.0,8937.png,5.0,26.0,1.0,11.0,20.0,37.0
19646,0,30.0,8938.png,9.0,32.0,7.0,15.0,37.0,47.0
19647,1,30.0,8938.png,1.0,47.0,9.0,11.0,39.0,58.0
19648,0,36.0,8939.png,9.0,43.0,5.0,21.0,41.0,64.0
19649,1,36.0,8939.png,7.0,74.0,7.0,21.0,43.0,95.0
19650,0,16.0,8940.png,8.0,17.0,5.0,11.0,21.0,28.0
19651,1,16.0,8940.png,4.0,27.0,6.0,10.0,22.0,37.0
19652,0,14.0,8941.png,1.0,14.0,2.0,4.0,16.0,18.0
19653,1,14.0,8941.png,5.0,20.0,1.0,6.0,15.0,26.0
19654,2,14.0,8941.png,9.0,27.0,1.0,7.0,15.0,34.0
19655,3,14.0,8941.png,4.0,34.0,1.0,8.0,15.0,42.0
19656,0,23.0,8942.png,3.0,27.0,2.0,10.0,25.0,37.0
19657,1,23.0,8942.png,3.0,37.0,3.0,5.0,26.0,42.0
19658,2,23.0,8942.png,6.0,43.0,3.0,8.0,26.0,51.0
19659,0,45.0,8943.png,3.0,42.0,5.0,16.0,50.0,58.0
19660,1,45.0,8943.png,4.0,56.0,5.0,13.0,50.0,69.0
19661,2,45.0,8943.png,10.0,67.0,7.0,16.0,52.0,83.0
19662,0,43.0,8944.png,5.0,94.0,28.0,19.0,71.0,113.0
19663,1,43.0,8944.png,10.0,112.0,37.0,18.0,80.0,130.0
19664,0,41.0,8945.png,2.0,40.0,6.0,24.0,47.0,64.0
19665,1,41.0,8945.png,5.0,62.0,6.0,22.0,47.0,84.0
19666,0,35.0,8946.png,7.0,35.0,4.0,13.0,39.0,48.0
19667,1,35.0,8946.png,9.0,48.0,4.0,14.0,39.0,62.0
19668,0,41.0,8947.png,3.0,41.0,6.0,26.0,47.0,67.0
19669,1,41.0,8947.png,5.0,71.0,7.0,28.0,48.0,99.0
19670,0,18.0,8948.png,3.0,18.0,2.0,7.0,20.0,25.0
19671,1,18.0,8948.png,6.0,24.0,2.0,6.0,20.0,30.0
19672,0,45.0,8949.png,1.0,69.0,23.0,21.0,68.0,90.0
19673,1,45.0,8949.png,9.0,90.0,23.0,31.0,68.0,121.0
19674,0,14.0,8950.png,4.0,15.0,1.0,7.0,15.0,22.0
19675,1,14.0,8950.png,3.0,23.0,1.0,7.0,15.0,30.0
19676,0,26.0,8951.png,2.0,25.0,5.0,12.0,31.0,37.0
19677,1,26.0,8951.png,4.0,39.0,6.0,16.0,32.0,55.0
19678,0,22.0,8952.png,1.0,20.0,1.0,7.0,23.0,27.0
19679,1,22.0,8952.png,10.0,26.0,2.0,6.0,24.0,32.0
19680,2,22.0,8952.png,3.0,34.0,1.0,7.0,23.0,41.0
19681,0,22.0,8953.png,3.0,25.0,8.0,10.0,30.0,35.0
19682,1,22.0,8953.png,8.0,34.0,8.0,10.0,30.0,44.0
19683,2,22.0,8953.png,4.0,43.0,8.0,10.0,30.0,53.0
19684,0,21.0,8954.png,9.0,39.0,1.0,10.0,22.0,49.0
19685,0,33.0,8955.png,9.0,34.0,3.0,17.0,36.0,51.0
19686,0,15.0,8956.png,2.0,20.0,3.0,6.0,18.0,26.0
19687,1,15.0,8956.png,1.0,26.0,4.0,7.0,19.0,33.0
19688,2,15.0,8956.png,3.0,31.0,4.0,7.0,19.0,38.0
19689,0,17.0,8957.png,6.0,37.0,8.0,8.0,25.0,45.0
19690,1,17.0,8957.png,3.0,45.0,11.0,8.0,28.0,53.0
19691,2,17.0,8957.png,10.0,53.0,14.0,8.0,31.0,61.0
19692,3,17.0,8957.png,5.0,62.0,15.0,7.0,32.0,69.0
19693,0,23.0,8958.png,2.0,24.0,3.0,15.0,26.0,39.0
19694,1,23.0,8958.png,3.0,38.0,3.0,14.0,26.0,52.0
19695,2,23.0,8958.png,5.0,54.0,3.0,14.0,26.0,68.0
19696,0,33.0,8959.png,3.0,38.0,8.0,10.0,41.0,48.0
19697,0,52.0,8960.png,2.0,174.0,35.0,18.0,87.0,192.0
19698,1,52.0,8960.png,6.0,193.0,28.0,13.0,80.0,206.0
